,facility_address,facility_name,facility_city,grade,score,serial_number,points,violation_description,violation_status,time,activity_date,year
671386,1228 W AVENUE I,CRAZY OTTO'S #3,LANCASTER,A,94,DAC3EAMSB,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201611,2016-11-15,2016
675948,621 S WESTERN AVE STE 102,BOBA SQUARE,LOS ANGELES,A,96,DAVRYAP0R,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201707,2017-07-28,2017
699755,14006 RIVERSIDE DR STE 249,SALATA,SHERMAN OAKS,A,92,DAOSYUWBL,2.0,# 01a. Demonstration of knowledge,OUT OF COMPLIANCE,201710,2017-10-04,2017
227774,111 BROADWAY,JOE'S PIZZA,SANTA MONICA,A,94,DARHBNNS5,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201603,2016-03-07,2016
452252,8681 W PICO BLVD,TRATTORIA  NATALIE,LOS ANGELES,A,90,DAMHH0LZ0,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201702,2017-02-13,2017
563615,16026 PIONEER BLVD,MI BURRITO MEXICAN GRILL,NORWALK,A,94,DACIX50SU,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201610,2016-10-27,2016
705442,735 S FIGUEROA ST #130,MENDOCINO FARMS - SCULLERY,LOS ANGELES,A,98,DAKYCFPQE,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201702,2017-02-23,2017
578063,18475 COLIMA RD,KIKI BAKERY,ROWLAND HEIGHTS,B,85,DAPU2VGQC,4.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201510,2015-10-21,2015
158898,300 S SANTA FE # P,AMAZEBOWLS,LOS ANGELES,A,95,DAWEBBQFP,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201706,2017-06-23,2017
628182,7119 SEVILLE AVE STE B,GLORIA'S PUPUSARIA,HUNTINGTON PARK,A,91,DA1GRFOIA,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201605,2016-05-11,2016
436268,5610 PACIFIC BLVD,SAM'S LIQUOR MARKET,HUNTINGTON PARK,A,95,DA9JJN1O8,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201705,2017-05-02,2017
875341,12322 LONG BEACH BLVD,RED TAG DISCOUNT WAREHOUSE,LYNWOOD,A,93,DARMBL5W3,4.0,# 21b. Water available,OUT OF COMPLIANCE,201606,2016-06-09,2016
644182,4611 E AVENUE S,BUFFALO'S CAFE,PALMDALE,B,84,DAWKSCTUN,4.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201602,2016-02-09,2016
263577,308 E COMPTON BLVD,LOUIS BURGERS,COMPTON,A,96,DAQ7WJQCC,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201707,2017-07-28,2017
411880,13189 GLADSTONE AVE,CARNITAS MICHOACANAS,SYLMAR,A,95,DA8UVXAAP,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201604,2016-04-06,2016
284535,117 CATALINA AVE,VONS EXPRESS #2272,AVALON,A,90,DAL6PY1QQ,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201512,2015-12-29,2015
809906,1111 W PACIFIC COAST HWY STE #5,LA CABANA MEXICAN GRILL,HARBOR CITY,A,90,DAQ0NPIBZ,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201612,2016-12-15,2016
621132,17901 S VERMONT AVE,TRADE WIND LIQUOR,GARDENA,A,94,DABPBJOK8,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201712,2017-12-29,2017
399606,928 S WESTERN AVE STE 131,TOWN NOODEL,LOS ANGELES,A,91,DABFAA30W,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201601,2016-01-06,2016
887072,2442 HYPERION AVE,BARBRIX,LOS ANGELES,A,94,DANKWBLBR,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201609,2016-09-16,2016
568197,16830 SAN FERNANDO MISSION BLVD,ACE SUSHI @ VON'S 2250,GRANADA HILLS,A,96,DATYSWO1X,2.0,# 08. Time as a public health control; procedures & records,OUT OF COMPLIANCE,201706,2017-06-21,2017
232174,12222 WILSHIRE BLVD STE 101,HARA SUSHI,LOS ANGELES,A,99,DA9IZCDXS,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201707,2017-07-10,2017
537742,4101 S BROADWAY,LA MAS MEAT POLLO #2,LOS ANGELES,A,92,DAGULTMX8,1.0,# 27. Food separated and protected,OUT OF COMPLIANCE,201611,2016-11-10,2016
247002,10968 E ROSECRANS AVE,WALGREENS #03937,NORWALK,A,99,DA14JZKU8,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201510,2015-10-01,2015
820257,18420 NORDHOFF ST,WIENERSCHNITZEL,NORTHRIDGE,A,96,DAX3RTVCK,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201702,2017-02-02,2017
401765,7532 WOODLEY AVE # 406,DEFRANKO'S,VAN NUYS,A,92,DAVXK0XHW,1.0,# 27. Food separated and protected,OUT OF COMPLIANCE,201606,2016-06-02,2016
674322,1015 NOGALES ST # 130,SPICY MOMENT,ROWLAND HEIGHTS,A,94,DA1010919,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201712,2017-12-08,2017
362060,14330 S PIONEER BLVD,IN-N-OUT BURGER #14,NORWALK,A,94,DAR3JACQB,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201510,2015-10-20,2015
99309,28301 NEWHALL RANCH RD # 3G,CHRONIC TACOS,VALENCIA,A,90,DABF0LGGR,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201707,2017-07-07,2017
274508,5914 MONTEREY RD,FRESCO COMMUNITY MARKET,LOS ANGELES,A,90,DAVRLSIZV,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201709,2017-09-28,2017
468757,2805 ABBOT KINNEY BLVD # #3,ASAKUMA SUSHI DELIVERY,VENICE,A,93,DA3CS5IRZ,2.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201510,2015-10-20,2015
179833,241 W ADAMS BLVD,CYNTHIAS,LOS ANGELES,A,90,DAQK0ZYF9,2.0,# 01a. Demonstration of knowledge,OUT OF COMPLIANCE,201711,2017-11-08,2017
829016,11928 VENTURA BLVD,CRUST GOURMET PIZZA BAR,STUDIO CITY,A,99,DAZUEBWGJ,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201507,2015-07-23,2015
887725,4370 S CENTRAL AVE,TACOS LOS CARNALES,LOS ANGELES,B,84,DAY56W0CZ,2.0,# 01a. Demonstration of knowledge,OUT OF COMPLIANCE,201607,2016-07-20,2016
689980,10064 MILLS AVE STE E,LA LUZ MARKET,WHITTIER,A,94,DAV2FQQZC,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201611,2016-11-29,2016
604041,16400 S WESTERN AVE,THREE SPICE THAI KITCHEN,GARDENA,A,90,DAWLZOIQO,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201709,2017-09-01,2017
212097,11839 S VERMONT AVE,MI TROQUITA MINI MARKET,LOS ANGELES,C,77,DAAOJEEYM,0.0,# 50. Impoundment of unsanitary equipment or food,OUT OF COMPLIANCE,201707,2017-07-06,2017
172164,11489 E SOUTH ST,LEELIN BAKERY AND CAFE (CERRITOS),CERRITOS,A,98,DAES7KCC9,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201602,2016-02-09,2016
243403,4550 W PICO BLVD # C1301,CHIPOTLE MEXICAN GRILL,LOS ANGELES,A,97,DAHJI2POG,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201601,2016-01-13,2016
516239,940 E DOMINGUEZ ST #K,JUICE-C-JUICE,CARSON,C,70,DAI0UHXHS,1.0,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE,201709,2017-09-14,2017
730346,1815 HAWTHORNE BLVD STE #146,CALIF PIZZA KITCHEN #,REDONDO BEACH,A,90,DAC0AI5UG,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201606,2016-06-13,2016
390036,2351 S AZUSA AVE,PHO VIETNAM KITCHEN,WEST COVINA,A,96,DA3CGACSL,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201701,2017-01-31,2017
100495,2742 ROWENA AVE,MICHELANGEL0 RISTORANTE,LOS ANGELES,A,93,DANO2O1IW,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201710,2017-10-27,2017
204748,1680 E 120TH ST,HOSPITAL KITCHEN,LOS ANGELES,A,95,DAQTGGVKM,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201601,2016-01-19,2016
20266,221 N GLENDORA AVE,THE VILLAGE EATERY,GLENDORA,A,92,DASAVAE2V,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201712,2017-12-27,2017
637885,8566 W PICO BLVD,TAJ MAHAL OF INDIA,LOS ANGELES,A,93,DAPFBYULK,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201601,2016-01-26,2016
186498,2897 W OLYMPIC BLVD STE 105,SAN YA BBQ RESTAURANT,LOS ANGELES,A,90,DAUCNRMWV,4.0,# 09. Proper cooling methods,OUT OF COMPLIANCE,201603,2016-03-02,2016
805750,21107 HAWTHORNE BLVD,SPIRES,TORRANCE,A,94,DAX7ZQKGK,1.0,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE,201612,2016-12-20,2016
596038,2020 N SANTA FE AVE,EL CIELO RESTAURANT,COMPTON,A,94,DAIDE32OJ,2.0,# 09. Proper cooling methods,OUT OF COMPLIANCE,201711,2017-11-02,2017
471515,820 E MISSION BLVD,TAQUERIA GUADALUPANA,POMONA,A,91,DARRXD6NH,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201507,2015-07-31,2015
678333,22502 S WESTERN AVE,ABEL'S TAQUERIA,TORRANCE,B,80,DAVTZZSW0,4.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201712,2017-12-07,2017
565731,8700 BEVERLY BLVD,PLAZA CAFE,LOS ANGELES,A,90,DAA0NOWNT,4.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201510,2015-10-06,2015
32244,11501 W PICO BLVD,SAN FRANCISCO SALOON,LOS ANGELES,C,73,DAYPNVSOD,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201710,2017-10-31,2017
711201,39522 W 10TH ST F,NOPGOW THAI RESTAURANT,PALMDALE,A,90,DAK4V6FHS,4.0,# 09. Proper cooling methods,OUT OF COMPLIANCE,201605,2016-05-05,2016
542968,1106 S WESTERN AVE,DHA RAE OAK RESTAURANT,LOS ANGELES,A,94,DAEJRBJXH,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201512,2015-12-01,2015
672747,8868 MISSION DR STE A,PRIME TIME NUTRITION,ROSEMEAD,A,99,DALJJ3AB3,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201712,2017-12-20,2017
654391,8758 WASHINGTON BLVD,HONG KONG EXPRESS,PICO RIVERA,B,84,DANJZAPXU,4.0,# 05. Hands clean and properly washed; gloves used properly,OUT OF COMPLIANCE,201508,2015-08-18,2015
55647,7962 FOUNTAIN AVE,CAFE IF,WEST HOLLYWOOD,A,91,DA2JEBAL1,2.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201606,2016-06-22,2016
789996,380 WORLD WAY T31,800 DEGREES PIZZERIA,LOS ANGELES,A,92,DAR8B6TMT,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201512,2015-12-01,2015
173105,500 N ATLANTIC BLVD # 169,OK CAFE INC.,MONTEREY PARK,A,90,DAKMYVQND,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201606,2016-06-29,2016
190715,543 S WESTERN AVE,MYUNG POOM SOON DAE,LOS ANGELES,A,90,DAAF2UJ9I,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201601,2016-01-19,2016
865675,22327 S WILMINGTON AVE,SPIRES RESTAURANT,CARSON,A,90,DAKQRNKSH,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201604,2016-04-19,2016
864665,8544 E ROSECRANS AVE,PARAMOUNT DISCOUNT STORE,PARAMOUNT,A,98,DAXJUBC3Y,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201605,2016-05-03,2016
851814,14120 VENTURA BLVD,JINKYS CAFE,SHERMAN OAKS,A,90,DAITW9DJO,1.0,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE,201609,2016-09-14,2016
188553,1969 ARTESIA BLVD,LAS BRISAS,REDONDO BEACH,A,90,DAXNMVFPS,1.0,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE,201604,2016-04-20,2016
429426,3451 W 6TH ST,ESCALA,LOS ANGELES,A,90,DAPLRBXFP,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201606,2016-06-14,2016
491231,17 W MAIN ST,TOMOMI SUSHI,ALHAMBRA,A,94,DAE6K0NEI,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201609,2016-09-16,2016
431415,14788 S BEACH BLVD,LIQUOR PLUS,LA MIRADA,A,95,DAKU50GFD,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201509,2015-09-16,2015
525262,920 E GARVEY AVE,SZECHWAN,MONTEREY PARK,A,90,DACHCYTB0,1.0,"# 26. Approved thawing methods used, frozen food maintained frozen",OUT OF COMPLIANCE,201611,2016-11-17,2016
335842,3525 W CARSON ST STE #166,P F CHANGS CHINA BISTRO,TORRANCE,A,93,DANSI0X0S,2.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201605,2016-05-31,2016
797278,3105 WILSHIRE BLVD,BRISTOL FARMS MARKET #21,SANTA MONICA,A,92,DAMNBT4GE,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201609,2016-09-02,2016
729067,12100 E CARSON ST # A,EAST SEAFOOD BUFFET,HAWAIIAN GARDENS,A,90,DAO5Q0263,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201706,2017-06-27,2017
712041,1717 S WESTERN AVE,FOOD 4 LESS #381,LOS ANGELES,A,97,DAHSOHCTB,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201611,2016-11-08,2016
605882,13201 GLADSTONE AVE,DENNYS #7097,SYLMAR,A,91,DAF0UWLSG,1.0,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE,201606,2016-06-01,2016
564554,10965 ROSECRANS AVE,CANDLE LIGHT BAKERY,NORWALK,B,80,DAMR7IVMN,4.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201709,2017-09-21,2017
133291,5900 WASHINGTON BLVD,7-ELEVEN,CULVER CITY,A,93,DAB1LLJFZ,4.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201711,2017-11-07,2017
262582,7782 SAN FERNANDO RD,LA RAZA FOODS,SUN VALLEY,A,96,DACNH2TV5,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201710,2017-10-24,2017
228984,9333 E WHITTIER BLVD,RITE AID # 6495,PICO RIVERA,A,98,DACV04YRD,1.0,# 46. Signs posted; last inspection report available,OUT OF COMPLIANCE,201511,2015-11-03,2015
123328,1833 S LA CIENEGA BLVD,EL POLLO LOCO #3301,LOS ANGELES,A,93,DAD2ONA1O,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201603,2016-03-03,2016
728052,151 S DOHENY DR,CHAKRA CUISINE,BEVERLY HILLS,B,83,DAF3U7PF6,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201511,2015-11-03,2015
600378,2060 W IMPERIAL HWY,EUREST DINING SERVICES 22475,EL SEGUNDO,A,90,DAC9HN7RZ,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201510,2015-10-08,2015
156387,1111 S FIGUEROA ST,STAPLES CENTER (LEVY),LOS ANGELES,A,93,DAC6GJWIN,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201612,2016-12-09,2016
659264,18100 PARTHENIA ST,TACO BELL #3114,NORTHRIDGE,A,97,DAIDGWYG0,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201701,2017-01-23,2017
613760,1000 W CENTURY BLVD,CENTURY DONUTS,LOS ANGELES,A,92,DAVARKTIL,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201704,2017-04-03,2017
810407,10057 RIVERSIDE DR,RED DOOR/ RIVERSIDE,NORTH HOLLYWOOD,B,81,DADGRGBZT,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201609,2016-09-30,2016
417933,138 E BONITA AVE,KAHU HAWAIIAN BBQ,SAN DIMAS,A,95,DADVN4KUE,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201611,2016-11-17,2016
877828,2245 YOSEMITE DR,SPROUTS FARMERS MARKET#403,LOS ANGELES,A,95,DAQSKIM0F,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201606,2016-06-17,2016
25338,8157 FIRESTONE BLVD,LA CHIVA LOCA,DOWNEY,C,71,DA89TDFYS,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201509,2015-09-17,2015
72602,3470 W 6TH ST STE 2-A,NAM DAE MOON JIP RESTAURANT,LOS ANGELES,B,86,DAY3PHOLN,2.0,# 01b. Food safety certification,OUT OF COMPLIANCE,201605,2016-05-23,2016
63498,9651 RESEDA BLVD,PHO22-NORTHRIDGE,NORTHRIDGE,A,93,DAO2L5UPB,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201703,2017-03-21,2017
41025,3911 S FIGUEROA ST,LA COLISEUM,LOS ANGELES,A,91,DA5US3R6N,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201509,2015-09-19,2015
623622,603 N LA CIENEGA BLVD,E. P. RESTAURANT,WEST HOLLYWOOD,A,92,DAF4ERAKC,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201606,2016-06-23,2016
382845,4100 W PICO BLVD STE 11,SOM SEE NEH,LOS ANGELES,A,95,DALNGIHBM,1.0,# 27. Food separated and protected,OUT OF COMPLIANCE,201609,2016-09-08,2016
303534,3110 MAIN ST STE 132,31TEN LOUNGE,SANTA MONICA,A,90,DAFJWAWVU,2.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201511,2015-11-19,2015
718231,7223 S COMPTON AVE,AMAPOLA DELI & MARKET,LOS ANGELES,A,93,DAPCDBK5O,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201703,2017-03-03,2017
254210,209 W ARBOR VITAE ST,BEST BARGAIN,INGLEWOOD,A,93,DA8RHBQMA,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201709,2017-09-19,2017
419180,8639 LINCOLN BLVD,CUSTOM HOTEL,LOS ANGELES,B,87,DAT9TCAEW,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201604,2016-04-28,2016
289350,6672 HOLLYWOOD BLVD,AMERICAN MINI MARKET,LOS ANGELES,A,95,DAXBIVLSF,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201702,2017-02-07,2017
220577,3883 W CENTURY BLVD,HOLLYWOOD PARK CASINO,INGLEWOOD,A,99,DAUR2OCXU,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201709,2017-09-07,2017
573216,3250 W OLYMPIC BLVD STE #100,GALLERIA MARKET,LOS ANGELES,A,91,DA26WT3TE,2.0,"# 04. Proper eating, drinking, or tobacco use",OUT OF COMPLIANCE,201606,2016-06-15,2016
43198,9126 TELEGRAPH RD,EL TEQUILENSE,DOWNEY,A,92,DANTBQK81,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201612,2016-12-20,2016
625543,1815 HAWTHORNE BLVD STE 320,CHICKEN NOW SOUTH BAY GALLER,REDONDO BEACH,B,83,DAM8N9TZ1,2.0,# 01a. Demonstration of knowledge,OUT OF COMPLIANCE,201507,2015-07-10,2015
402688,3939 CRENSHAW BLVD E,BUFFALO WILD WINGS,LOS ANGELES,A,95,DAAFPBP0O,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201606,2016-06-08,2016
698825,3003 OCEAN PARK BLVD,ZABIES,SANTA MONICA,A,92,DAACDON0R,1.0,# 46. Signs posted; last inspection report available,OUT OF COMPLIANCE,201508,2015-08-13,2015
35503,10516 VICTORY BLVD,LA MARIA,NORTH HOLLYWOOD,A,95,DASHMR2TS,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201709,2017-09-21,2017
800222,13636 SHERMAN WAY,NORM'S RESTAURANT,VAN NUYS,A,94,DA2A4D4HM,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201604,2016-04-13,2016
718993,1652 MONTEBELLO TOWN CENTER # FC9,BURGER KING #19189,MONTEBELLO,A,94,DAFGV0SWD,2.0,# 01b. Food safety certification,OUT OF COMPLIANCE,201606,2016-06-29,2016
84779,15334 W WHITTIER # 6,E SUSHI,WHITTIER,A,92,DAPUJQRXN,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201705,2017-05-09,2017
1171,820 W HUNTINGTON DR,CLAIM JUMPER,MONROVIA,A,94,DABBIQRIV,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201706,2017-06-13,2017
287446,3510 W CENTURY BLVD,DEL TACO #775,INGLEWOOD,A,93,DAIRB0ANH,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201511,2015-11-16,2015
866288,700 WORLD WAY,LOTERIA GRILL SPACE 7C,LOS ANGELES,A,94,DATYA1RBT,2.0,# 21b. Water available,OUT OF COMPLIANCE,201611,2016-11-01,2016
782219,2540 S AZUSA AVE,SUBWAY #11729,WEST COVINA,A,94,DARJCJLEK,2.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201705,2017-05-11,2017
720036,15800 ROSCOE BLVD,CAFE BUD,VAN NUYS,A,91,DAGRFJXCI,2.0,"# 13. Food in good condition, safe and unadulterated",OUT OF COMPLIANCE,201509,2015-09-22,2015
508016,1020 E ALOSTA AVE,PEPPER TREE,GLENDORA,A,90,DAXYJYIEM,4.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201509,2015-09-15,2015
818058,6350 SAN FERNANDO RD,7-ELEVEN #29032-A,GLENDALE,A,96,DAPV0ORRP,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201507,2015-07-15,2015
557706,11449 SOUTH ST,PANDA EXPRESS #676,CERRITOS,A,93,DANWSSD3H,1.0,# 47. Permits Available,OUT OF COMPLIANCE,201508,2015-08-05,2015
287405,355 S GRAND AVE STE 100,LATHAM & WATKINS CAFE,LOS ANGELES,A,98,DAZIPASL5,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201703,2017-03-03,2017
522131,10800 W PICO BLVD,OKI JAPAN,LOS ANGELES,A,92,DA05XORZS,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201508,2015-08-12,2015
763421,1240 S SOTO ST,MARISCOS PUERTOS DEL PACIFICO,LOS ANGELES,A,92,DATX9SOUF,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201601,2016-01-19,2016
887551,2006 W AVENUE K UNIT #A-1,MI RANCHITO RESTAURANT,LANCASTER,B,86,DA0HTEYX8,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201511,2015-11-04,2015
589665,8432 SUNLAND BLVD,EL COMPADRE,SUN VALLEY,A,93,DAK4HJZI6,2.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201608,2016-08-15,2016
840652,8172 SAN FERNANDO RD,MAMA TASTY CHINA,SUN VALLEY,A,90,DAMTLPMEB,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201710,2017-10-23,2017
446287,21111 PLUMMER ST,CUSTOM CONTROL CAFETERIA,CHATSWORTH,A,94,DAZH6QPDB,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201605,2016-05-31,2016
892595,15826 VENTURA BLVD,DICKEY'S BARBECUE PIT,ENCINO,A,92,DA7UAK3MV,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201705,2017-05-15,2017
853099,649 W LANCASTER BLVD,1800 MEXICAN RESTAURANT,LANCASTER,A,90,DAJKKD86L,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201512,2015-12-30,2015
6703,2400 W 7TH ST # 101,BIBI'S CAFE,LOS ANGELES,A,90,DAOGIIKDX,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201603,2016-03-25,2016
